Destillerie:;Region:;Distrikt:;Hersteller:;Version:;Punkte:;Buch vom:;Adresse:;Telefon;Website;E-Mail
Balblair;Highlands;Northern Highlands;Inver House;Balblair 1990 Cask 1143, A.D. Rattray 62,4%;70;M. J. 2010;Edderton, Tain, Ross-shire, IV19 1LB;;www.balblair.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;United Distillers;Balmenach 12-year-old 43% Fora und Fauna;77;M.J. 1994;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;United Distillers;Balmenach 11-year-old James MacArthur;79;M.J. 1994;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;United Distillers;Balmenach 12-year-old Cadenhead;78;M.J. 1994;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;United Distillers;Balmenach 1973 Connoisseurs Choice;77;M.J. 1994;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;Inver House;Deerstalker 12-year-old 43%;79;M. J. 1999;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;Inver House;Balmenach 15-year-old 63,4% Adelphi;78;M. J. 1999;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;Inver House;Balmenach 25-year-old 43% Hart Brothers;79;M. J. 1999;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;Inver House;Balmenach 27-year-old Abgefüllt 2001, Highland Selection 46%;79;M. J. 2010;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;Inver House;Balmenach 1972 28-year-old Highland Selection 46%;80;M. J. 2010;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;Inver House;Balmenach 8-year-old Provenance 46%;75;M. J. 2010;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
Balmenach;Highlands;Speyside;Inver House;Balmenach 18-year-old Old Malt Cask 50%;77;M. J. 2010;Cromdale, Grantown-on-Spey, Morayshire, PH26 3PF;;www.inverhouse.com;enquiries@inverhouse.com
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Founder´s Reserve 10-year-old 40%;85;M.J. 1994;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Double Wood 12-year-old 40%;87;M.J. 1994;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Single Barrel Edition 15-year-old 50,4%;86;M.J. 1994;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Port Wood 21-year-old 40%;88;M. J. 1999;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Vintage Cask 1966 42,1%;88;M. J. 1999;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Vintage Cask 1964;88;M. J. 1999;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Vintage Cask 1951 ;88;M. J. 1999;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie 1974 Signatory;87;M. J. 1999;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Signature 12-year-old 40%;70;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Roasted Malt 14-year-old 47,1%;84;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Rum Finish 17-year-old 43%;80;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Single Barrel 15-year-old 50,4%;85;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Single Barrel 15-year-old 47,8%;90;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Islay Cask 43%;89;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Single Barrel 25-year-old 46,9%;86;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Vintage Cask 1972 49,4%;92;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie 1968 Vintage Cask 50,8%;90;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Vintage Cask 1967 49,7%;88;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Vintage Cask 1976 52,8% Cask 6570;89;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Vintage Cask 1976 53,8% Cask 6568;88;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie Single Cask 1975 47,3% Cask 15354;85;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
The Balvenie;Highlands;Speyside;William Grant & Sons;The Balvenie 1964 41,3%;87;M. J. 2010;Dufftown, Banffshire, AB55 4BB;0044/13 40-82 00 00;www.thebalvenie.com;
Banff;Highlands;Speyside;United Distillers;Banff 1974 40% Connoisseurs Choice;66;M.J. 1994;gelegen bei Inverboyndie, am der B9139;;;
Banff;Highlands;Speyside;DCL;Banff 1976 58,2% Cadenhead;67;M. J. 1999;gelegen bei Inverboyndie, am der B9139;;;
Banff;Highlands;Speyside;DCL;Banff 1978 58,8% Signatory Silent Stills;67;M. J. 1999;gelegen bei Inverboyndie, am der B9139;;;
Banff;Highlands;Speyside;DCL;Banff 1975 Celtic Heartlands 48,1%;83;M. J. 2010;gelegen bei Inverboyndie, am der B9139;;;
Banff;Highlands;Speyside;DCL;Banff 1976 Connoisseurs Choice 40%;86;M. J. 2010;gelegen bei Inverboyndie, am der B9139;;;
Banff;Highlands;Speyside;DCL;Banff 37-year-old Old&Rare 53%;70;M. J. 2010;gelegen bei Inverboyndie, am der B9139;;;
Ben Nevis;Highlands;Western Highlands;Nikka/Ben Nevis Co.;Ben Nevis 1972 55.6%;76;M.J. 1994;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;;
Ben Nevis;Highlands;Western Highlands;Nikka/Ben Nevis Co.;Ben Nevis 26-year-old (1966) 59%;78;M.J. 1994;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;;
Ben Nevis;Highlands;Speyside;Nikka/Ben Nevis Co.;Ben Nevis 15-year-old 60,9% Cadenhead;69;M.J. 1994;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;;
Ben Nevis;Highlands;Speyside;Nikka/Ben Nevis Co.;Ben Nevis 10-year-old 46%;77;M. J. 1999;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;;
Ben Nevis;Highlands;Speyside;Nikka/Ben Nevis Co.;Ben Nevis 21-year-old 60,5% Limitierte Edition im Dekanter;77;M. J. 1999;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;;
Ben Nevis;Highlands;Speyside;Nikka/Ben Nevis Co.;Ben Nevis 26-year-old (1972) 57,4%;78;M. J. 1999;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;;
Ben Nevis;Highlands;Speyside;Nikka/Ben Nevis Co.;Ben Nevis 1966 51%;62;M. J. 1999;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;;
Ben Nevis;Highlands;Speyside;Nikka/Ben Nevis Co.;Ben Nevis 10-year-old 40%;77;M. J. 2010;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;www.bennevisdistillery.com;
Ben Nevis;Highlands;Speyside;Nikka/Ben Nevis Co.;Ben Nevis 10-year-old 43%;77;M. J. 2010;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;www.bennevisdistillery.com;
Ben Nevis;Highlands;Speyside;Nikka/Ben Nevis Co.;Ben Nevis 10-year-old Provenance 46%;70;M. J. 2010;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;www.bennevisdistillery.com;
Ben Nevis;Highlands;Speyside;Nikka/Ben Nevis Co.;Ben Nevis 10-year-old James MacArthur & Co 57,9%;80;M. J. 2010;Lochy Bridge, Fort William, Inverness-shire, PH33 6TJ;0044/13 97-70 24 76;www.bennevisdistillery.com;
Benriach;Highlands;Speyside;Seagram/Chivas;Benriach 10-year-old 43%;70;M.J. 1994;Longmorn, Elgin, Morayshire, IV30 3SJ;;;
Benriach;Highlands;Speyside;Seagram/Chivas;Benriach 1982 Connoisseurs Choice;75;M.J. 1994;Longmorn, Elgin, Morayshire, IV30 3SJ;;;
Benriach;Highlands;Speyside;Seagram/Chivas;Benriach 1976 Connoisseurs Choice;76;M.J. 1994;Longmorn, Elgin, Morayshire, IV30 3SJ;;;
Benriach;Highlands;Speyside;Seagram/Chivas;Benriach 12-year-old 60,3% Adelphi;71;M. J. 1999;Longmorn, Elgin, Morayshire, IV30 3SJ;;;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Heart of Speyside 40%;64;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Curiositas 46%;91;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Curiositas 40%;80;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach 12-year-old 43%;70;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Heredotus Fumosus 12-year-old 46%;91;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Importanticus Fumosus 12-year-old 46%;88;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Aromaticus Fumosus 12-year-old 46%;89;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Maderensis Fumosus 13-year-old 46%;89;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Pedro XimenezFinish 15-year-old 46%;83;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Dark Rum Finish 15-year-old 46%;78;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Tawny Port Finish 15-year-old 46%;82;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Madeira Finish 15-year-old 46%;89;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Sauternes Finish 16-year-old 46%;86;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach 16-year-old 40%;80;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach 20-year-old 43%;84;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach Authenticus 21-year-old 46%;92;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach 30-year-old 50%;89;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach 18-year-old Single Malts of Scotland 55,7%;85;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benriach;Highlands;Speyside;Benriach Distillery Company;Benriach 23-year-old Single Malts of Scotland 54,2%;88;M. J. 2010;Longmorn, Elgin, Morayshire, IV30 3SJ;0044/1343-86 28 88;www.benriachdistillery.co.uk;
Benrinnes;Highlands;Speyside;United Distillers;Benrinnes 15-year-old 43% Flora und Fauna;79;M.J. 1994;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;United Distillers;Benrinnes 19-year-old 50,2% Cadenhead;79;M.J. 1994;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;United Distillers;Benrinnes 1969 40% Connoisseurs Choice;78;M.J. 1994;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;UDV (Diageo);Benrinnes 1982 43% Signatory;79;M. J. 1999;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;UDV (Diageo);Benrinnes 21-year-old 60,4% Rare Malts;79;M. J. 1999;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;UDV (Diageo);Benrinnes 22-year-old 56,3% Adelphi;78;M. J. 1999;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;UDV (Diageo);Benrinnes 1972 56,3% Signatory;81;M. J. 1999;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;UDV (Diageo);Benrinnes 1972 40% Connoisseurs Choice;80;M. J. 1999;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;UDV (Diageo);Benrinnes 10-year-old Provenance 46%;68;M. J. 2010;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;UDV (Diageo);Benrinnes 1991 Bottled 2007 Berry´s Own Selection 46%;73;M. J. 2010;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;UDV (Diageo);Benrinnes 1993 Scotch Malt Whisky Society No. 36.42 Cask 1077;78;M. J. 2010;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benrinnes;Highlands;Speyside;UDV (Diageo);Benrinnes 17-year-old Single Malts of Scotland 55,8%;78;M. J. 2010;Aberlour, Banffshire, AB38 9WN;0044/13 40-87 25 00;;
Benromach;Highlands;Speyside;United Distillers;Benromach 1971 40% Connoisseurs Choice;77;M.J. 1994;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;United Distillers;Benromach 27 Jahre Cadenhead;76;M.J. 1994;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;United Distillers;Benromach 28 Jahre Cadenhead;76;M.J. 1994;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach 12-year-old 40% ;77;M. J. 1999;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach 15-year-old 40% ;77;M. J. 1999;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach Centenary Bottling 17-year-old 43%;79;M. J. 1999;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach 1982 63% Gordon & MacPhail Cask Edition;78;M. J. 1999;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach 20-year-old Rare Malts;77;M. J. 1999;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach 20-year-old 52,1% Scott`s Selection;77;M. J. 1999;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach 28-year-old 1965 47,6% Cadenhead;77;M. J. 1999;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.gordonandmacphail.com;
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach Organic 43%;77;M. J. 2010;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.benromach.com;info@benromach.com
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach Peat Smoke 46%;79;M. J. 2010;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.benromach.com;info@benromach.com
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach Origins 50%;76;M. J. 2010;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.benromach.com;info@benromach.com
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach Latitude 57° 57%;75;M. J. 2010;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.benromach.com;info@benromach.com
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach 10-year-old 40%;79;M. J. 2010;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.benromach.com;info@benromach.com
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach 21-year-old 43%;78;M. J. 2010;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.benromach.com;info@benromach.com
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach Cask Strength 1981 54,2%;78;M. J. 2010;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.benromach.com;info@benromach.com
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach Vintage 1968 43%;80;M. J. 2010;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.benromach.com;info@benromach.com
Benromach;Highlands;Speyside;Gordon & MacPhail;Benromach Traditional 40%;76;M. J. 2010;Invererne Road, Forres, Moray, IV36 3EB ;0044/13 09-67 59 68;www.benromach.com;info@benromach.com
Bladnoch;Lowlands;Südgrenze;United Distillers;Bladnoch 8-year-old 40%;85;M.J. 1994;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;United Distillers;Bladnoch 10-year-old 43% Flora und Fauna;85;M.J. 1994;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;United Distillers;Bladnoch 1984 40% Connoisseurs Choice;86;M.J. 1994;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;United Distillers;Bladnoch 28-year-old 42,5% Cadenhead;85;M.J. 1994;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 1986 40% Connoisseurs Choice;86;M. J. 1999;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 17-year-old 57,2% Cadenhead;84;M. J. 1999;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 1980 43% Signatory;85;M. J. 1999;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 22-year-old 54,3% Adelphi;84;M. J. 1999;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 34-year-old 43,5% Cadenhead;84;M. J. 1999;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 7-year-old Lightly Peated 58,5%;75;M. J. 2010;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 15-year-old 40%;82;M. J. 2010;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 16-year-old 46%;85;M. J. 2010;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 16-year-old Sherry Matured 55%;75;M. J. 2010;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 18-year-old 55%;85;M. J. 2010;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Bladnoch;Lowlands;Südgrenze;Raymond Armstrong;Bladnoch 16-year-old Old Malt Cask 50%;67;M. J. 2010;Bladnoch, Wigtownshire, DG8 9AB;0044/19 88-40 26 05;www.bladnoch.co.uk;
Blair Athol;Highlands;Midlands;United Distillers;Blair Athol 8-year-old 40%;75;M.J. 1994;Pitlochry, Perthshire, PH16 5LY;0044/17 96-48 20 03;;
Blair Athol;Highlands;Midlands;seagram/Chivas;Blair Athol 12-year-old 43%;76;M.J. 1994;Pitlochry, Perthshire, PH16 5LY;0044/17 96-48 20 03;;
Blair Athol;Highlands;Midlands;UDV (Diageo);Blair Athol 18-year-old 56,7% Bicentenary Limited Edition;78;M. J. 1999;Pitlochry, Perthshire, PH16 5LY;0044/17 96-48 20 03;;
Blair Athol;Highlands;Midlands;UDV (Diageo);Blair Athol 1981 55,5% Limited Bottling;78;M. J. 1999;Pitlochry, Perthshire, PH16 5LY;0044/17 96-48 20 03;;
Blair Athol;Highlands;Midlands;UDV (Diageo);Blair Athol 1973 55% Signatory;74;M. J. 1999;Pitlochry, Perthshire, PH16 5LY;0044/17 96-48 20 03;;
Blair Athol;Highlands;Midlands;UDV (Diageo);Blair Athol 12-year-old 43%;78;M. J. 2010;Pitlochry, Perthshire, PH16 5LY;0044/17 96-48 20 03;www.discovering-distilleries.com;
Blair Athol;Highlands;Midlands;UDV (Diageo);Blair Athol 12-year-old Commemorative Edition 43%;77;M. J. 2010;Pitlochry, Perthshire, PH16 5LY;0044/17 96-48 20 03;www.discovering-distilleries.com;
